"","var1","var2","var3","var4","var5","var6","var7","var8"
"4784","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","political and cultural rights","25 years"
"4785","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","political and cultural rights","7 years"
"4786","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","unemployment and poverty","1 year"
"4787","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","unemployment and poverty","25 years"
"4788","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","unemployment and poverty","7 years"
"4789","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","local association","environment and climate change","1 year"
"4790","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","local association","environment and climate change","25 years"
"4791","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","local association","environment and climate change","7 years"
"4792","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","local association","political and cultural rights","1 year"
"4793","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","local association","political and cultural rights","25 years"
"4794","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","local association","political and cultural rights","7 years"
"4795","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","local association","unemployment and poverty","1 year"
"4796","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","local association","unemployment and poverty","25 years"
"4797","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","local association","unemployment and poverty","7 years"
"4798","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","local branch of a political party","environment and climate change","1 year"
"4799","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","local branch of a political party","environment and climate change","25 years"
"4800","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","local branch of a political party","environment and climate change","7 years"
"4801","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","local branch of a political party","political and cultural rights","1 year"
"4802","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","local branch of a political party","political and cultural rights","25 years"
"4803","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","local branch of a political party","political and cultural rights","7 years"
"4804","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","local branch of a political party","unemployment and poverty","1 year"
"4805","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","local branch of a political party","unemployment and poverty","25 years"
"4806","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","a potential job opportunity at a local institution","local branch of a political party","unemployment and poverty","7 years"
"4807","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","Lebanese delegation of an international non-governmental organization","environment and climate change","1 year"
"4808","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","Lebanese delegation of an international non-governmental organization","environment and climate change","25 years"
"4809","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","Lebanese delegation of an international non-governmental organization","environment and climate change","7 years"
"4810","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","Lebanese delegation of an international non-governmental organization","political and cultural rights","1 year"
"4811","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","Lebanese delegation of an international non-governmental organization","political and cultural rights","25 years"
"4812","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","Lebanese delegation of an international non-governmental organization","political and cultural rights","7 years"
"4813","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","Lebanese delegation of an international non-governmental organization","unemployment and poverty","1 year"
"4814","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","Lebanese delegation of an international non-governmental organization","unemployment and poverty","25 years"
"4815","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","Lebanese delegation of an international non-governmental organization","unemployment and poverty","7 years"
"4816","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","local association","environment and climate change","1 year"
"4817","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","local association","environment and climate change","25 years"
"4818","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","local association","environment and climate change","7 years"
"4819","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","local association","political and cultural rights","1 year"
"4820","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","local association","political and cultural rights","25 years"
"4821","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","local association","political and cultural rights","7 years"
"4822","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","local association","unemployment and poverty","1 year"
"4823","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","local association","unemployment and poverty","25 years"
"4824","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","local association","unemployment and poverty","7 years"
"4825","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","local branch of a political party","environment and climate change","1 year"
"4826","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","local branch of a political party","environment and climate change","25 years"
"4827","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","local branch of a political party","environment and climate change","7 years"
"4828","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","local branch of a political party","political and cultural rights","1 year"
"4829","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","local branch of a political party","political and cultural rights","25 years"
"4830","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","local branch of a political party","political and cultural rights","7 years"
"4831","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","local branch of a political party","unemployment and poverty","1 year"
"4832","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","local branch of a political party","unemployment and poverty","25 years"
"4833","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to become the local leader of the organization in the long term","local branch of a political party","unemployment and poverty","7 years"
"4834","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","Lebanese delegation of an international non-governmental organization","environment and climate change","1 year"
"4835","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","Lebanese delegation of an international non-governmental organization","environment and climate change","25 years"
"4836","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","Lebanese delegation of an international non-governmental organization","environment and climate change","7 years"
"4837","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","Lebanese delegation of an international non-governmental organization","political and cultural rights","1 year"
"4838","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","Lebanese delegation of an international non-governmental organization","political and cultural rights","25 years"
"4839","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","Lebanese delegation of an international non-governmental organization","political and cultural rights","7 years"
"4840","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","Lebanese delegation of an international non-governmental organization","unemployment and poverty","1 year"
"4841","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","Lebanese delegation of an international non-governmental organization","unemployment and poverty","25 years"
"4842","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","Lebanese delegation of an international non-governmental organization","unemployment and poverty","7 years"
"4843","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","local association","environment and climate change","1 year"
"4844","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","local association","environment and climate change","25 years"
"4845","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","local association","environment and climate change","7 years"
"4846","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","local association","political and cultural rights","1 year"
"4847","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","local association","political and cultural rights","25 years"
"4848","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","local association","political and cultural rights","7 years"
"4849","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","local association","unemployment and poverty","1 year"
"4850","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","local association","unemployment and poverty","25 years"
"4851","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","local association","unemployment and poverty","7 years"
"4852","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","local branch of a political party","environment and climate change","1 year"
"4853","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","local branch of a political party","environment and climate change","25 years"
"4854","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","local branch of a political party","environment and climate change","7 years"
"4855","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","local branch of a political party","political and cultural rights","1 year"
"4856","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","local branch of a political party","political and cultural rights","25 years"
"4857","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","local branch of a political party","political and cultural rights","7 years"
"4858","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","local branch of a political party","unemployment and poverty","1 year"
"4859","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","local branch of a political party","unemployment and poverty","25 years"
"4860","local branch of a political party","environment and climate change","25 years","distribute charity to the poor in the area","the opportunity to spend quality time with like-minded people","local branch of a political party","unemployment and poverty","7 years"
"4861","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","environment and climate change","1 year"
"4862","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","environment and climate change","25 years"
"4863","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","environment and climate change","7 years"
"4864","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","political and cultural rights","1 year"
"4865","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","political and cultural rights","25 years"
"4866","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","political and cultural rights","7 years"
"4867","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","unemployment and poverty","1 year"
"4868","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","unemployment and poverty","25 years"
"4869","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","unemployment and poverty","7 years"
"4870","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","local association","environment and climate change","1 year"
"4871","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","local association","environment and climate change","25 years"
"4872","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","local association","environment and climate change","7 years"
"4873","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","local association","political and cultural rights","1 year"
"4874","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","local association","political and cultural rights","25 years"
"4875","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","local association","political and cultural rights","7 years"
"4876","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","local association","unemployment and poverty","1 year"
"4877","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","local association","unemployment and poverty","25 years"
"4878","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","local association","unemployment and poverty","7 years"
"4879","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","local branch of a political party","environment and climate change","1 year"
"4880","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","local branch of a political party","environment and climate change","25 years"
"4881","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","local branch of a political party","environment and climate change","7 years"
"4882","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","local branch of a political party","political and cultural rights","1 year"
"4883","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","local branch of a political party","political and cultural rights","25 years"
"4884","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","local branch of a political party","political and cultural rights","7 years"
"4885","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","local branch of a political party","unemployment and poverty","1 year"
"4886","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","local branch of a political party","unemployment and poverty","25 years"
"4887","local branch of a political party","environment and climate change","7 years","contribute ideas","a potential job opportunity at a local institution","local branch of a political party","unemployment and poverty","7 years"
"4888","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","Lebanese delegation of an international non-governmental organization","environment and climate change","1 year"
"4889","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","Lebanese delegation of an international non-governmental organization","environment and climate change","25 years"
"4890","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","Lebanese delegation of an international non-governmental organization","environment and climate change","7 years"
"4891","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","Lebanese delegation of an international non-governmental organization","political and cultural rights","1 year"
"4892","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","Lebanese delegation of an international non-governmental organization","political and cultural rights","25 years"
"4893","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","Lebanese delegation of an international non-governmental organization","political and cultural rights","7 years"
"4894","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","Lebanese delegation of an international non-governmental organization","unemployment and poverty","1 year"
"4895","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","Lebanese delegation of an international non-governmental organization","unemployment and poverty","25 years"
"4896","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","Lebanese delegation of an international non-governmental organization","unemployment and poverty","7 years"
"4897","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","local association","environment and climate change","1 year"
"4898","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","local association","environment and climate change","25 years"
"4899","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","local association","environment and climate change","7 years"
"4900","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","local association","political and cultural rights","1 year"
"4901","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","local association","political and cultural rights","25 years"
"4902","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","local association","political and cultural rights","7 years"
"4903","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","local association","unemployment and poverty","1 year"
"4904","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","local association","unemployment and poverty","25 years"
"4905","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","local association","unemployment and poverty","7 years"
"4906","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","local branch of a political party","environment and climate change","1 year"
"4907","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","local branch of a political party","environment and climate change","25 years"
"4908","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","local branch of a political party","environment and climate change","7 years"
"4909","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","local branch of a political party","political and cultural rights","1 year"
"4910","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","local branch of a political party","political and cultural rights","25 years"
"4911","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","local branch of a political party","political and cultural rights","7 years"
"4912","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","local branch of a political party","unemployment and poverty","1 year"
"4913","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","local branch of a political party","unemployment and poverty","25 years"
"4914","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to become the local leader of the organization in the long term","local branch of a political party","unemployment and poverty","7 years"
"4915","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","Lebanese delegation of an international non-governmental organization","environment and climate change","1 year"
"4916","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","Lebanese delegation of an international non-governmental organization","environment and climate change","25 years"
"4917","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","Lebanese delegation of an international non-governmental organization","environment and climate change","7 years"
"4918","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","Lebanese delegation of an international non-governmental organization","political and cultural rights","1 year"
"4919","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","Lebanese delegation of an international non-governmental organization","political and cultural rights","25 years"
"4920","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","Lebanese delegation of an international non-governmental organization","political and cultural rights","7 years"
"4921","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","Lebanese delegation of an international non-governmental organization","unemployment and poverty","1 year"
"4922","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","Lebanese delegation of an international non-governmental organization","unemployment and poverty","25 years"
"4923","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","Lebanese delegation of an international non-governmental organization","unemployment and poverty","7 years"
"4924","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","local association","environment and climate change","1 year"
"4925","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","local association","environment and climate change","25 years"
"4926","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","local association","environment and climate change","7 years"
"4927","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","local association","political and cultural rights","1 year"
"4928","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","local association","political and cultural rights","25 years"
"4929","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","local association","political and cultural rights","7 years"
"4930","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","local association","unemployment and poverty","1 year"
"4931","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","local association","unemployment and poverty","25 years"
"4932","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","local association","unemployment and poverty","7 years"
"4933","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","local branch of a political party","environment and climate change","1 year"
"4934","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","local branch of a political party","environment and climate change","25 years"
"4935","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","local branch of a political party","environment and climate change","7 years"
"4936","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","local branch of a political party","political and cultural rights","1 year"
"4937","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","local branch of a political party","political and cultural rights","25 years"
"4938","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","local branch of a political party","political and cultural rights","7 years"
"4939","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","local branch of a political party","unemployment and poverty","1 year"
"4940","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","local branch of a political party","unemployment and poverty","25 years"
"4941","local branch of a political party","environment and climate change","7 years","contribute ideas","the opportunity to spend quality time with like-minded people","local branch of a political party","unemployment and poverty","7 years"
"4942","local branch of a political party","environment and climate change","7 years","disseminate ideas through flyer distribution and door-to-door campaigning","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","environment and climate change","1 year"
"4943","local branch of a political party","environment and climate change","7 years","disseminate ideas through flyer distribution and door-to-door campaigning","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","environment and climate change","25 years"
"4944","local branch of a political party","environment and climate change","7 years","disseminate ideas through flyer distribution and door-to-door campaigning","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","environment and climate change","7 years"
"4945","local branch of a political party","environment and climate change","7 years","disseminate ideas through flyer distribution and door-to-door campaigning","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","political and cultural rights","1 year"
"4946","local branch of a political party","environment and climate change","7 years","disseminate ideas through flyer distribution and door-to-door campaigning","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","political and cultural rights","25 years"
"4947","local branch of a political party","environment and climate change","7 years","disseminate ideas through flyer distribution and door-to-door campaigning","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","political and cultural rights","7 years"
"4948","local branch of a political party","environment and climate change","7 years","disseminate ideas through flyer distribution and door-to-door campaigning","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","unemployment and poverty","1 year"
"4949","local branch of a political party","environment and climate change","7 years","disseminate ideas through flyer distribution and door-to-door campaigning","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","unemployment and poverty","25 years"
"4950","local branch of a political party","environment and climate change","7 years","disseminate ideas through flyer distribution and door-to-door campaigning","a potential job opportunity at a local institution","Lebanese delegation of an international non-governmental organization","unemployment and poverty","7 years"
